beam_height,beam_length,fillet_size,beam_width,modal_frequency_1,modal_frequency_2,modal_frequency_3,modal_frequency_4,max_deformation,max_stress 
5.0,10.0,0.1,0.48,147.49498259762058,818.8635484373953,903.5410192466064,1521.8342694960766,0.11505751311779022,4.386716131696383
5.0,11.4,0.1,0.48,126.29031400793843,763.0907401149636,812.0531911220666,1404.1338601483276,0.15730902552604675,4.653463511910673
5.0,12.8,0.1,0.48,110.55056457515848,716.5910756598875,735.9074713002024,1067.9657603255093,0.20604754984378815,4.873657267787218
5.0,14.2,0.1,0.48,99.94944193993241,668.2333523693585,675.1003407557844,876.7222570459542,0.25289618968963623,4.5645820272561
5.0,15.6,0.1,0.48,91.04346023606485,587.3394440686038,637.0890183529453,652.1168446448335,0.3074151873588562,4.799997796436038
5.0,17.0,0.1,0.48,84.61987532521744,525.0217907297975,582.5225473136269,597.0896493889743,0.3567318320274353,4.317243540738627
8.0,10.0,0.1,0.48,167.46891147260368,1104.9378635378453,1154.7190528892102,1532.7846134647727,0.08932124078273773,3.487402851475783
8.0,11.4,0.1,0.48,140.59048895129274,1040.8246988297306,1044.2787534924798,1469.7154748784722,0.12684735655784607,4.4239138322536276
8.0,12.8,0.1,0.48,124.16814792900449,958.1690445618198,987.4305114100996,1299.7108823073195,0.16312745213508606,3.9912219469947106
8.0,14.2,0.1,0.48,107.02744523177914,878.962253862875,938.7401991041158,1074.9440330063583,0.2199534773826599,4.380576638760774
8.0,15.6,0.1,0.48,97.19275297033536,810.7808050804077,893.2609552657176,966.8888390921521,0.2669737637042999,4.307307754908865
8.0,17.0,0.1,0.48,90.735787746273,727.2068808355735,816.5451503114631,835.7920043365376,0.307231068611145,3.700881502529613
11.0,10.0,0.1,0.48,184.96353555916212,1282.208497010751,1291.746721099659,1509.4751080267174,0.07330864667892456,3.0916014828898457
11.0,11.4,0.1,0.48,153.10903549347694,1174.2000595457778,1224.087826695534,1469.7888183930356,0.10688721388578415,3.4127743665475943
11.0,12.8,0.1,0.48,150.86800911987805,1078.0971561383355,1164.3004370848232,1362.1998249489463,0.11069031804800034,3.023810300402789
11.0,14.2,0.1,0.48,135.21468379611514,1005.8127686196472,1115.226925434738,1307.0273688141392,0.13771381974220276,3.4898867166956946
11.0,15.6,0.1,0.48,109.65035894997769,931.9905214616954,1064.6472873517878,1126.432911537585,0.20967313647270203,3.3283801208035606
11.0,17.0,0.1,0.48,99.55116034255855,828.6613907285773,901.4264680279501,1000.1863391446489,0.25556865334510803,3.714911592461165
14.0,10.0,0.1,0.48,199.77600964137875,1341.013851359859,1414.03115927269,1464.741152140477,0.0629458799958229,3.008225413960386
14.0,11.4,0.1,0.48,191.75087685614426,1233.2523993508707,1344.0174500053438,1436.2543922158923,0.06841953843832016,2.7393249170978384
14.0,12.8,0.1,0.48,157.8840184113572,1140.6497216854236,1282.245875389264,1361.1000470510462,0.10102787613868713,3.1592011390998773
14.0,14.2,0.1,0.48,115.8631166159312,1063.2759531168022,1229.9867799290412,1254.6566078454791,0.18727873265743256,3.5038210353159753
14.0,15.6,0.1,0.48,117.05333107979493,1000.3519702553157,1179.8986242048954,1198.304810912663,0.18377086520195007,3.3636265592700187
14.0,17.0,0.1,0.48,102.49986985974598,927.3372080614133,1073.6633467797792,1101.0108619779667,0.24001222848892212,3.470612253432195
